5334322856	false	1275	56	63	896	2047	64	9097	0	6608	4165	54	10622	0	9966	8606	2	6569	0	5695	5185	120	8083	0	6672	4483	126	10412	0	7182	5248	90	6857	605	9498	6800	55	9038	1531	13557	11177	43	26852	9413	13600	13855	71	9903	547	10072	7203	106	36487	2570	14258	13451	
5334402526	false	2446	0	63	0	1798	85	13674	0	12719	10191	114	29915	556	22910	19078	61	22487	7617	28455	26620	13	27375	111	19812	10843	71	20487	139	19282	12393	12	33975	13866	32450	28781	43	44222	9298	28251	23277	65	31149	620	20342	18874	90	8966	154	17081	12841	88	20059	1323	20831	13249	
5334428840	true	1665	63	51	1855	256	96	12240	5058	14485	13875	50	13303	3883	16761	15845	121	5660	455	8297	7409	31	7261	164	7242	7575	42	17179	9211	16261	18481	45	14741	2564	11349	10378	41	6549	307	10184	9934	86	7467	0	6382	4773	129	11422	242	11072	9573	128	8681	0	6993	4800	
5334545071	false	1422	3	15	4	1590	121	9122	0	5948	5522	77	8424	9710	11044	11091	62	14186	705	7939	10262	129	14599	401	12987	11115	91	7286	286	7489	5853	42	19987	10559	15333	16258	23	16225	2942	15310	15025	128	13488	756	7844	8792	88	11699	687	9622	7228	108	20339	7405	13864	12229	
5334905343	true	2098	63	51	1846	260	34	34281	0	21084	18812	51	18556	473	20350	15000	42	39081	12751	28357	24721	43	35766	3629	24756	17378	20	9611	201	15909	10210	3	13617	0	19581	9580	97	43503	616	33742	25980	104	25287	0	17728	15455	50	19591	373	21224	11084	12	22819	2818	23812	19301	
5334934614	false	2310	56	63	1792	1828	84	8515	93	10703	7584	126	15362	492	23870	19673	36	14159	1948	16670	14553	77	12621	5019	19211	19596	9	5492	19	11165	9856	86	9280	184	16824	12897	104	13557	7093	21329	18634	49	11025	7370	23523	20020	76	24201	2087	25256	23446	3	7920	35	10626	8816	
5334941908	false	1769	0	63	1536	1982	96	17207	2606	11380	11410	106	33741	40	13149	11203	66	3834	53	5365	5749	9	11893	0	9051	7311	93	11454	636	13238	13208	36	31714	4928	13768	14358	128	18288	928	12294	9935	10	25991	13197	18043	17660	100	19790	1331	13296	11911	53	12048	5626	9051	9876	
5334964329	true	1267	63	51	1975	1990	28	9644	1512	12923	10199	11	18974	3848	13831	12036	119	9215	328	8953	6693	114	29832	3175	14127	12838	84	7381	95	8932	6229	43	17205	2068	10790	9270	49	9134	0	7179	5912	112	13623	0	6968	5089	85	5056	87	5384	4645	63	12092	99	9333	7031	
5334998635	false	1999	63	63	1974	1956	10	22551	2856	19023	16125	126	23418	312	15792	12393	19	15099	0	14326	11327	98	22749	345	18657	12960	53	11156	2904	11327	10128	79	10829	8	13093	9695	106	28063	267	20623	14059	87	9927	19	11194	7662	114	34014	361	28052	20689	96	28418	3143	23221	15992	
5335015451	true	1511	63	51	1975	772	11	18564	111	17326	13296	84	12030	25	15739	7504	96	21103	6917	18308	15865	109	18438	9407	19340	17804	21	14399	467	16066	9368	104	10049	0	11785	8990	101	17759	51	8310	8008	89	11970	0	14127	13372	103	6108	0	7781	6396	126	36805	1224	23747	14656	
5335024274	false	2035	48	63	1792	1846	9	6624	151	12515	8750	93	5889	2083	19095	16347	45	20403	3834	13397	13193	57	2618	527	12210	10955	31	10514	0	7224	7258	119	9775	809	12345	8716	76	23482	3006	21401	18552	129	20259	3969	19773	16347	15	14696	10614	21299	19909	87	12485	523	14414	9869	
5335067927	true	1324	63	51	1974	1796	97	20938	1955	16704	14299	65	13759	547	10614	7259	108	13539	4643	13968	12158	41	16622	3258	13924	12379	84	8064	425	7921	5737	53	5859	0	7855	6222	102	6949	300	7215	5582	77	16697	4825	13835	11695	43	11815	1115	8363	7855	126	21382	0	12136	9797	
5335070340	true	2356	63	0	1982	512	1	26930	12742	35340	32316	23	20558	2760	27251	24816	99	21323	10779	20968	20457	100	16114	0	17081	12054	31	10689	0	10837	12290	112	14712	0	11662	9855	88	7132	0	9345	6675	76	16932	0	18730	17395	53	27053	2508	26819	23010	78	15939	0	19358	13821	
5335096234	false	1203	60	63	1824	1982	84	3297	0	3809	3107	86	5188	144	4571	3308	93	5466	0	9122	7258	57	3406	145	5774	5393	49	4621	2319	8100	6877	3	5198	836	6215	5453	76	16429	890	12330	10466	29	8348	2977	9162	10025	72	17442	7461	10165	12210	110	13059	819	7839	6837	
5335124108	true	1450	63	51	1983	1926	46	27440	3613	20783	16264	54	17735	2823	13799	12035	45	14200	2693	8772	8748	5	7827	91	13122	7685	28	15791	2196	15756	12349	17	21441	361	12180	10802	89	12085	729	15635	15345	86	12958	0	6815	5171	88	11403	0	13895	7491	7	6235	0	7830	4760	
5335146932	false	2184	51	63	6	1840	96	10595	2790	15069	14050	10	22797	6459	23041	21912	126	21626	0	23114	18345	86	13110	0	13104	10556	85	5146	24	8954	8481	129	16373	2643	18236	14014	91	3531	1913	17981	8808	49	21675	4485	22932	19110	72	37859	11561	22713	27627	79	10328	137	12339	9100	
5335150975	true	1510	63	48	1855	1920	101	10629	89	8883	7122	59	17557	11150	14043	13816	129	15190	3338	14194	12155	104	13694	3756	12835	11979	87	9044	387	8833	7424	46	8755	2360	15653	12809	64	12607	88	5838	4957	114	10832	352	9060	7600	45	16687	932	8078	7650	96	12584	128	9563	8581	
5335160285	false	1601	47	63	1572	1972	41	8957	1048	15983	13288	49	12482	3142	14649	13821	96	3297	0	6750	5550	45	17076	2457	9899	9259	121	5479	67	5977	6083	13	13143	279	12114	8912	83	4385	22	7684	7071	50	13718	2572	11874	12781	73	19396	8538	20359	28017	120	13345	1512	14222	10940	
5335197256	false	1218	63	63	1958	2038	70	13027	0	10657	8627	43	23618	828	9155	8079	96	6308	117	17255	13235	31	10668	94	4689	4932	86	12016	74	6800	4993	79	5078	0	5866	5034	12	15697	3637	14210	11144	68	7624	377	7044	5075	98	20558	1048	15407	10007	13	20584	753	16321	11550	
5335225706	false	2161	61	63	288	1796	77	19695	3583	21393	19449	10	25917	4279	22006	20061	33	18807	3287	15271	18296	9	8936	182	16099	12317	20	6314	88	13614	9832	13	19892	1325	21573	13758	97	13093	3550	26940	21537	31	6215	550	12569	11021	129	12500	4986	26256	21177	49	20010	7590	26616	20997	
5335246151	true	2104	63	48	1846	1792	102	6146	3824	19882	14938	49	19288	8421	22162	21180	25	13305	142	13150	11852	52	19064	10441	25774	25633	79	5821	211	10309	9012	86	9943	0	11291	8942	129	9562	523	11010	11782	64	7116	304	7854	7504	15	15228	0	16481	14026	89	14687	2035	18550	20969	
5335261349	true	2265	63	48	1844	384	12	42349	6535	27180	26802	29	20438	3143	25896	18384	86	11364	693	16572	11966	126	26287	5982	20611	18459	112	14288	131	13174	11664	42	18739	5499	22952	21328	76	21176	2636	22121	18535	128	18291	211	12042	11400	100	22340	851	16572	12155	66	4369	681	8569	8758	
5335264303	true	829	63	63	2047	1956	29	8187	1016	6728	7737	27	6287	54	3689	4034	49	7344	1440	6231	6079	128	9444	0	3467	3868	46	6228	2614	11357	9851	120	4351	0	3550	2141	67	4304	0	3412	3274	11	3314	0	4518	3744	129	6779	0	5637	5388	79	6509	0	3288	2804	
5335277391	true	952	63	51	1982	1926	121	6647	407	6314	4268	102	13507	1545	6965	7838	43	13002	4371	8203	8631	11	14215	2899	7251	8472	111	11264	671	6092	6124	68	7098	0	4696	4093	53	8629	2965	7838	8568	107	10120	0	5585	4204	98	7609	0	5918	4379	65	4945	0	2856	2808	
5335314927	false	1385	55	63	1798	2046	107	7681	0	6463	5124	9	9631	328	7479	6417	54	7578	200	10803	7894	106	18452	0	10641	8540	98	12048	122	8794	6694	25	36712	5405	21883	17589	110	13353	251	9556	6878	95	13614	1672	13896	10779	126	7987	189	9464	6324	29	15733	1428	18258	13596	
5335342089	false	2543	51	63	1798	1828	57	6679	647	19326	14622	93	22510	4999	24285	25090	106	34052	538	29159	23777	27	14150	2576	13520	12291	31	13569	366	11952	11062	98	24555	1395	23353	19496	51	13257	796	20810	11273	45	25618	4498	25175	19411	128	14273	506	16614	14495	41	37732	6510	31194	28269	
5335357284	true	1883	63	51	1847	1796	89	24089	5556	21497	22752	9	19604	727	18139	11674	96	22740	7522	22627	17888	106	25166	1016	19489	16256	64	13928	1022	15220	9791	41	14367	0	17417	13745	52	21678	3650	14404	14091	120	19183	0	14593	11611	128	14720	0	11549	8191	53	9912	1376	8473	8222	
5335364592	true	1661	63	51	1982	1796	68	6310	75	9412	8138	49	14751	5809	17440	17163	17	19267	3466	19433	18215	102	8048	5710	15668	12014	88	7522	159	10242	7003	79	3885	0	6339	6810	51	6827	0	5675	5038	15	12283	75	15170	13121	12	7427	1118	17274	13592	96	5390	1410	12125	10491	
5335368783	true	3074	60	51	1824	384	52	34620	1729	28536	18392	42	101870	7737	39705	41345	98	58941	2203	38937	27922	75	56877	1634	34480	22491	66	15061	1888	28844	17675	71	31212	260	34531	18495	126	83559	344	43292	31610	56	79302	8527	35453	29510	29	70640	318	36683	29356	33	51194	3004	38322	23464	
5335389452	false	1183	63	63	1926	2046	120	5960	483	7689	5638	87	8440	0	4554	4061	41	5472	0	9247	7985	68	13852	128	10508	6762	76	4585	0	7492	6821	86	8862	94	7788	4692	81	9072	2824	10647	9878	129	12172	892	12697	9621	20	7067	669	6467	5855	43	15804	3520	14018	10982	
5335436611	false	2200	0	63	0	1974	93	11457	241	20056	17380	90	6257	0	8836	8286	107	15428	467	17710	15326	121	13482	17	14446	14190	108	17971	524	16610	14446	112	8801	163	14886	10303	52	25728	12109	24640	23686	120	20475	1221	24236	18516	79	7224	0	14043	10266	109	26192	14820	23576	28160	
5335458276	true	2338	63	63	1974	1824	31	9218	116	14066	10676	41	24778	3585	29147	26380	13	34820	419	30744	26029	96	19298	7250	27354	19093	83	6916	0	15469	11339	16	16284	249	13443	10248	77	22006	1771	21314	17768	87	7017	0	11378	9507	17	16280	1278	27198	22639	55	20616	50	15859	16482	
5335468148	true	2090	63	0	1844	1536	73	30587	11976	26891	34171	126	21921	339	24662	17799	38	19798	8454	20586	17834	9	11811	1588	20203	13619	79	9104	1310	12992	11634	89	14457	1536	22014	21631	20	5593	28	9683	6966	43	29099	2515	20029	16580	13	13194	290	14978	12470	102	10735	633	13933	11216	
5335486499	true	1857	63	51	1958	1542	86	15179	205	12937	8356	41	29838	9867	28535	21107	57	14945	3244	24110	14763	84	8488	215	17765	11327	11	14650	1925	20519	17115	128	11367	68	15010	9594	2	9760	740	19096	13741	93	13981	855	23181	17796	47	26888	2174	23522	16465	101	23333	67	17115	10925	
5335554269	true	2790	63	51	1590	260	88	0	0	1767	1348	128	0	0	1767	1348	57	0	0	1767	1348	49	0	0	1767	1348	93	0	0	1767	1348	120	0	0	1767	558	73	0	0	1767	558	50	0	0	1767	558	51	0	0	1767	558	27	0	0	1767	558	
5335563278	false	1989	59	63	1798	1988	66	4176	941	8420	8486	43	21984	6976	19061	16309	70	16250	587	13956	13492	40	29218	964	12961	13326	27	4840	2168	9215	6497	54	19810	4440	20884	17834	90	6259	0	13558	9116	53	34159	4631	24829	23304	88	15576	706	14121	8221	98	19547	1275	20917	16707	
5335567575	true	2154	63	51	1846	390	12	14875	7150	23765	22796	121	6601	86	9980	9082	114	14714	5569	20965	17160	86	13864	354	17124	12636	120	9314	931	19386	14216	106	20511	549	25632	20750	49	10804	2786	19565	17303	129	14149	1051	18093	15796	68	6883	0	11954	9190	101	12429	134	14719	8328	
5335604240	false	1890	3	63	1540	1974	128	16392	0	6142	6552	93	18924	507	13954	13891	49	24461	2732	14395	15939	57	8371	405	10836	8788	88	5926	0	7717	5355	27	14348	1474	11907	10269	50	21530	3726	14962	14395	51	23070	154	10017	9418	73	33559	11736	21798	33043	120	22054	3206	15655	13797	
5335610022	false	1880	55	59	1924	1796	106	30350	1803	22184	16732	93	17515	6070	18862	15886	86	8696	470	10935	9462	129	16407	1100	17640	13598	121	12663	476	12846	10528	20	18094	5204	23782	19552	29	12810	1721	15948	11342	27	13411	592	17860	10716	70	30158	4053	23155	18016	5	8571	756	15478	9776	
5335659941	false	1707	50	63	1536	2039	94	19005	15	16216	15761	84	4027	0	6173	4381	106	20975	254	15704	11180	110	9735	0	9559	6913	38	7439	873	10611	8250	111	3823	135	6344	6941	112	6632	70	8677	6913	95	10531	8684	18407	16301	120	9368	4558	17269	13343	113	27160	9066	21365	24296	
5335661887	false	1978	63	63	1828	1982	77	18141	2591	19318	16054	95	17706	474	18560	15725	128	9522	0	8109	6494	87	14218	0	10813	6890	120	11733	0	16417	12164	32	25975	2687	27823	22021	126	28732	2007	24164	18197	2	23915	1143	23768	19516	121	10632	221	12527	10087	110	17224	268	17340	10780	
5335701853	false	1698	0	63	1536	1844	45	11138	730	6254	7471	51	7980	0	6622	5009	53	13365	1900	12338	11999	96	7229	659	10244	9593	10	15257	3332	15508	14263	31	7297	205	8037	8178	54	20207	10115	18621	17800	46	23158	11019	24224	23036	104	7761	3222	12508	11150	9	10873	492	9112	8546	
5335709516	false	1722	51	63	388	1830	98	18066	1467	15899	12312	86	10616	194	7318	6371	87	6711	0	8150	5854	93	16193	578	19343	16445	76	19354	2470	18109	14608	12	18987	6311	23792	18195	37	12035	2200	10303	9700	104	8868	2592	13316	12197	9	13371	2540	15584	12484	13	31252	1556	20979	16272	
5335778064	false	2327	19	63	4	1974	121	18593	55	11712	8842	44	24064	436	21641	18422	30	8948	0	8299	6399	39	37221	730	27613	19701	96	10579	603	13147	9385	119	21114	625	17801	13923	47	17230	6001	20593	15358	70	23465	3974	20555	19973	128	12076	1073	12216	12177	33	12358	8124	25092	20128	
5335779880	true	1637	63	62	1854	1824	13	20097	1171	12632	10394	32	28001	3751	19834	16588	75	17508	3797	17952	14814	66	5588	3974	9931	9003	100	8242	197	11704	7120	42	9320	1218	11049	11868	96	9243	245	6766	7175	129	8574	25	11895	10695	58	7158	501	6902	5865	112	6263	67	7421	7011	
5335795726	true	1597	63	0	2039	0	44	33967	10681	14160	15810	74	21883	8780	18152	15517	102	4478	5001	12270	10061	20	7524	1343	8251	7239	128	12992	1443	9688	8863	47	15984	1286	11817	8783	101	14312	0	7745	4897	51	11526	0	4950	6760	3	8319	44	7878	4737	6	14658	60	9528	8224	
5335808067	false	2979	3	51	1536	1796	86	22294	0	27357	16533	93	35920	8582	33613	27903	106	69241	0	34258	26115	90	16704	0	22690	15689	96	26119	5664	28201	21101	128	15884	906	21945	14895	99	54838	12023	38280	29541	65	13750	109	21101	13802	120	27669	1306	29492	24626	32	46453	5504	29938	25867	
5335814630	false	1475	63	63	1956	2047	70	10220	33	9366	9292	87	9076	0	6121	4400	75	15002	0	12807	8432	28	5682	99	6981	5727	26	3300	74	5064	4252	11	9363	290	11898	8555	97	6281	968	12463	9341	95	18891	2673	16274	14356	88	4559	17	6809	4990	23	10455	604	16323	13250	
5335822470	false	1288	3	63	1543	1828	126	8785	157	10110	7921	5	10835	0	11592	7341	4	14470	728	13137	10304	119	6447	19	5688	6182	19	8086	9141	13760	13395	85	7151	0	8844	6032	41	8127	3639	14726	13030	11	17637	10074	15756	14833	87	11223	199	10089	7642	129	12652	2265	15005	9939	
5335844605	false	2967	0	63	1536	2036	32	19106	450	29373	23241	79	20055	0	15181	10483	11	23348	1084	33477	30164	128	17842	373	19631	13944	120	17881	452	25664	19928	43	16678	2831	19878	15922	15	39332	8998	35455	33477	102	12127	4580	23834	16911	121	15761	38	20867	16021	93	27819	7027	32785	29818	
5335895805	true	1136	63	63	2047	1974	28	10624	147	8368	6853	50	6658	99	5623	4373	128	7426	129	5604	4581	8	6163	1996	8406	9372	46	11205	1599	11208	10545	59	14792	0	7327	6607	6	3078	0	6304	5168	64	4524	0	2877	2707	111	3110	0	3426	3048	108	8722	0	5869	6721	
5335906280	false	1169	63	63	1798	2047	84	6903	0	3370	3019	41	3386	0	6877	5085	65	4191	0	3701	3097	74	6856	0	5163	4208	50	6911	0	4169	3136	13	17362	653	6819	6507	126	8313	1151	9449	7910	88	7423	1997	9702	9332	93	12440	2675	9098	10501	19	12006	459	8611	8027	
5335927897	true	1145	63	15	2039	1572	8	10700	8488	9293	12671	11	5969	3602	9923	9198	129	6363	713	5915	6488	110	7819	506	5247	3873	128	5850	246	5954	5076	93	2800	0	4274	4618	113	5436	1086	8072	6087	55	4998	0	5591	5934	88	4908	0	4007	2633	31	7783	0	4789	3549	
5335933074	false	1183	51	63	1798	2039	23	10609	0	10055	8202	2	4113	0	5599	5422	12	4771	0	6545	6486	128	7360	0	3608	3549	87	5797	0	4160	2996	39	17997	2027	10252	10094	80	9603	4305	9759	10213	96	9806	5429	9937	9542	84	10119	20	7531	6033	86	7710	541	6920	5855	
5335958355	true	1453	63	3	1844	1542	85	7982	753	13464	8669	52	16957	7701	15668	14287	50	11052	1377	16443	10267	49	10979	4821	16128	12544	59	23941	3531	15038	14312	23	17933	614	13803	11091	31	13904	66	9057	6950	42	12445	2162	13488	11890	13	19103	0	11745	8257	38	13032	3281	13391	12253	
5335997546	false	2826	15	63	48	1974	71	0	0	1789	282	121	0	0	1789	282	42	0	0	1789	282	40	0	0	1789	282	36	0	0	1789	282	26	0	0	1789	1413	35	0	0	1789	1413	79	0	0	1789	1413	9	0	0	1789	1413	17	0	0	1789	1413	
5336011779	false	2038	63	63	1828	1958	2	11959	518	12533	10393	36	9896	151	11922	8185	74	19924	1355	18749	15183	41	5899	431	16541	13722	128	9116	308	11378	6181	87	11945	0	12295	8118	75	35279	1529	22180	16304	88	10320	543	12975	9171	1	18931	4580	29788	25848	96	11114	872	17662	12058	
5336029801	false	1805	60	63	1824	1972	84	3711	0	7250	4602	43	11816	1327	15041	12935	79	7816	56	8272	6919	96	6327	1234	10830	10198	44	5165	520	16666	14680	86	7195	105	13026	9867	106	29628	2193	17478	16004	94	23185	9391	24788	22081	90	4981	18	11281	8212	129	12649	1792	14831	12153	
5336044514	false	1342	0	63	1536	2047	114	10739	53	8723	6933	46	10212	0	14381	10624	28	3509	0	5949	4943	83	7296	0	4518	2840	112	8739	0	6016	3645	13	10532	928	9103	8141	45	14231	12175	12122	13576	8	9667	6131	14269	15500	69	9431	136	8052	9036	56	11262	4049	9394	9080	
5336054664	false	2854	19	59	4	1796	72	57565	8552	29919	36150	91	6228	430	25686	11416	17	32136	1141	31917	25923	128	18374	1097	25210	17885	129	20261	1219	29919	19645	68	11355	78	16600	13033	23	24097	5088	31631	24877	102	12445	2916	22403	15887	121	16736	0	18836	13984	12	47344	11050	32488	37339	
5336068354	true	1253	63	3	1975	4	129	12593	1083	11987	10504	110	9706	329	8248	7016	84	5590	253	8228	6181	6	16193	11247	15662	15537	11	17238	11734	14973	14680	31	6547	242	4907	4281	54	5013	259	10462	9063	36	12905	153	11778	9522	121	7400	0	7246	6390	45	9423	1462	9334	7893	
5336155084	false	1373	60	63	1824	2047	64	13708	0	5926	3821	21	15389	0	7986	7048	87	7497	0	5102	3020	8	10567	0	8100	7757	104	4126	78	5858	4599	49	11566	6396	13592	12837	78	10855	781	11945	10480	31	13341	274	9130	6773	63	17568	4528	16109	14393	121	11173	20	7459	6155	
5336162769	false	1503	60	63	304	1974	49	8293	2423	13952	10370	64	18014	675	10971	9969	120	9476	46	11673	10045	42	7490	1855	17735	14378	86	12588	0	7840	6713	38	8079	1917	13401	11122	66	3738	2235	12149	8066	27	14297	453	13802	11548	52	36903	5281	23872	18687	80	9473	7221	18161	13301	
5336164839	false	3072	15	51	36	772	110	0	0	3174	5529	106	0	0	4710	5580	94	0	0	2713	5529	121	0	0	3072	5529	96	0	0	4966	5529	90	0	0	3584	5785	11	0	0	3942	5683	54	0	0	15974	5734	38	0	0	2713	5683	120	0	0	2713	5683	
5336232326	true	1011	63	63	1983	2020	110	6386	0	4768	4229	106	11933	330	7868	9099	94	7741	1571	10615	9789	121	4223	0	4094	3589	96	6204	3137	7902	7633	90	3157	0	2628	2982	11	3666	206	8425	7296	38	2826	847	5139	5172	120	1651	0	3370	2813	54	2735	0	6049	5813	
5336236951	true	1205	63	51	1983	1988	38	6636	4341	7551	7772	86	10044	1038	7953	6627	15	5168	1854	8515	8937	66	1610	636	4719	4719	82	8446	5291	13937	13957	31	8446	41	5221	3996	11	8902	865	12592	11327	8	7266	750	7932	6788	110	12596	50	7129	4478	96	3687	218	7149	5944	
5336237648	true	2084	63	8	1975	1536	4	24846	9529	22854	19902	88	10547	866	14101	8822	76	46026	3971	27925	23479	128	14455	97	15352	10350	96	16524	11163	18860	14657	120	13060	118	14205	9169	93	19542	718	18096	16463	102	10995	234	11427	8544	121	10654	0	8023	7398	97	14142	0	18651	15074	
5336238044	true	1413	63	58	1854	1920	85	5704	151	6805	6664	82	13129	7424	12363	12764	12	15919	4134	13847	14365	98	10020	1848	10762	11209	107	9046	449	6075	5793	111	10043	0	5510	5793	13	16917	27	9160	7653	43	15490	137	8195	7135	88	5939	0	6735	3885	89	13844	4557	13611	12999	
5336238774	true	1294	63	51	2046	388	72	19363	4309	10999	12767	126	20515	3681	13673	12789	128	7310	522	6685	5844	91	4325	1317	8993	5823	53	17911	6827	11775	12573	106	14685	0	8648	7095	85	2830	0	3882	3278	51	6000	0	4981	3709	45	11579	0	7311	5930	95	6421	827	10610	9230	
5336238973	false	1641	51	63	900	2036	7	7080	39	8970	6509	90	6525	0	6591	6673	10	13581	3567	10967	10830	71	10721	247	9299	6974	106	19994	85	13401	11815	43	27405	5931	16382	15398	86	12222	128	10037	8451	111	8699	17	10693	7630	96	13593	8773	15398	12909	60	29138	1868	19774	15507	
5336240285	false	2437	0	63	0	1972	68	6898	0	11819	7107	72	20487	1035	23760	20348	53	20975	3210	19455	19617	119	8316	26	16855	11291	16	17051	22	17059	14662	110	14992	82	27010	16287	43	19961	9232	26035	25060	104	21449	5320	28675	23313	79	7011	34	15678	13281	67	36264	15904	30096	28959	
5336240502	false	699	63	63	1846	2047	121	1757	28	2085	1188	68	4087	0	2796	1724	32	3340	0	2854	2353	36	3395	17	3366	3122	59	868	0	2516	2330	98	5289	380	5160	5790	111	3503	61	2434	2446	15	7661	336	7211	7153	49	4387	1350	4986	4438	62	2732	74	2679	3320	
5336241193	false	423	63	63	2046	2047	44	821	0	951	1120	99	5867	0	1804	2065	90	1398	0	831	1022	15	1657	17	1762	1261	121	3331	0	860	965	66	2923	416	1480	1452	43	3592	299	3447	3179	79	1985	0	1128	1269	36	3990	95	2488	3299	98	3043	0	2248	2566	
5336242097	false	2166	0	63	0	1958	15	38833	908	22526	18916	128	19945	0	16028	8555	96	12322	1416	14728	10505	121	20222	0	13465	9386	113	49014	1945	19674	18158	12	54034	8742	28049	25125	95	28860	16780	23212	24945	31	17692	173	16028	11696	51	31780	556	14006	10938	57	5339	301	18699	11263	
5336243675	true	1038	63	63	2047	1926	93	6679	1132	8528	9515	128	9025	614	6643	5622	36	8755	1519	9324	8892	100	3689	0	3927	4117	126	13894	2122	9013	8944	19	7027	0	3304	2387	80	5364	0	4169	4065	129	6478	0	3857	3840	90	3804	0	3373	2889	99	13246	0	7508	6556	
5336244248	false	1449	60	63	256	1983	78	6304	0	7027	6955	32	13919	370	11422	10167	31	10088	0	6617	3646	39	14793	23	11350	8573	51	11027	0	7317	5530	111	5051	514	4902	5651	96	16431	5897	12727	11616	121	7928	414	7631	6906	42	13845	13405	17653	17557	43	23275	3166	14055	11809	
5336244800	true	1539	63	48	1847	1792	31	8374	812	9234	7823	93	18320	10741	18288	17159	119	9635	693	9131	7053	17	17375	4615	17724	17801	129	12402	2904	14081	11029	128	6579	0	5181	5694	59	9145	477	11542	10080	109	7619	2104	12260	13979	71	3867	0	6386	5643	86	6536	0	6335	4155	
5336244857	true	528	63	63	2047	1974	96	4199	559	2886	3432	90	2341	37	2050	1839	53	7608	1275	4549	5596	10	4232	804	4100	5130	106	3387	0	1742	2305	54	1332	0	2015	1936	50	1752	0	1249	1293	69	1080	0	1364	1478	105	1940	0	976	941	75	2474	0	2314	1311	
5336244963	true	2019	63	48	1846	1792	128	14738	524	15781	11272	43	11642	348	9960	9253	129	16946	4963	17699	15445	42	15666	10894	21502	19685	106	32484	3799	25540	19382	41	6391	378	15378	13056	121	9534	224	11407	8345	98	25459	499	16488	14233	45	28108	2489	14368	13493	31	12902	0	8950	7571	
5336245588	true	642	63	63	2047	1972	79	2378	237	2589	2856	32	4821	476	5157	5296	25	7463	1901	5671	6088	96	4518	2141	4793	5745	110	6485	59	2953	3381	114	2437	0	1915	2182	13	1896	0	3145	2503	38	3103	0	3434	3049	86	2078	0	1519	1102	87	3637	0	1059	1144	
5336246393	true	463	63	63	2047	2038	120	3160	0	1265	2029	12	2795	180	3418	3588	85	1904	0	1952	1743	38	4796	630	3217	4012	106	5445	154	3642	3765	10	756	0	1342	1226	78	1456	0	1466	1226	20	1982	0	1404	1234	59	2522	0	1635	1535	71	1972	0	1589	1350	
